name,free_bikes,empty_slots,slots,altitude,ebikes,has_ebikes,normal_bikes,payment,payment-terminal,renting,returning,uid,last_updated,address,timestamp,latitude,longitude,id
Front St W / Blue Jays Way,13,0,15,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7059,1670237845,Front St W / Blue Jays Way,2022-12-05T10:59:11.615000Z,43.643473,-79.390477,c955acbcda8513471837f2aa55a98fb1
Metro Hall Plaza,26,1,27,,0,True,26,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7053,1670237879,Metro Hall Plaza,2022-12-05T10:59:11.617000Z,43.645859,-79.38783,6d07f3c1d79ff6816c5c04a7def6e6eb
Parliament St / Gerrard St,17,5,23,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7056,1670237864,Parliament St / Gerrard St,2022-12-05T10:59:11.618000Z,43.662132,-79.3656796,832ed21684e41502666f993fae2eeb87
Navy Wharf Ct. / Bremner Blvd.,9,1,11,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7054,1670237794,Navy Wharf Ct. / Bremner Blvd.,2022-12-05T10:59:11.620000Z,43.640722,-79.391051,019e5937c3fc120cee906770bca8fa69
Jarvis St / Carlton St,9,6,15,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7055,1670237792,Jarvis St / Carlton St,2022-12-05T10:59:11.621000Z,43.66207,-79.37617,3754aff9599513c7ba4e4649ea3818dd
Lake Shore Blvd E / Knox Ave,10,1,11,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7319,1670237834,Lake Shore Blvd E / Knox Ave,2022-12-05T10:59:11.621000Z,43.660206,-79.3244,e0ae749c309ee887012688bbd69c8b10
Hubbard Blvd. / Glen Manor Dr.,12,3,15,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7318,1670237900,Hubbard Blvd. / Glen Manor Dr.,2022-12-05T10:59:11.622000Z,43.668633,-79.291162,ee45e3b6a9f07f4581d82c06d9bd5f51
Yonge St / Dundonald St - SMART,2,9,12,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7272,1670237844,Yonge St / Dundonald St,2022-12-05T10:59:11.644000Z,43.665801,-79.384796,af0a7227a67fe55fb0c12597326e6b3b
Bay St / Charles St - SMART,2,17,20,0.0,0,True,2,"['key', 'transitcard', 'phone']",False,1,1,7273,1670237748,Bay St / Charles St W,2022-12-05T10:59:11.645000Z,43.668153,-79.38891,4f8770c2a0ee3962babd83913df2e99c
Church St / Dundas St E - SMART,4,10,15,0.0,0,True,4,"['key', 'transitcard', 'phone']",False,1,1,7270,1670237817,Church St / Dundas St E,2022-12-05T10:59:11.646000Z,43.657024,-79.377257,d70594ad9c923bbbae6602d2dff4d154
Yonge St / Alexander St - SMART,3,15,18,0.0,0,True,3,"['key', 'transitcard', 'phone']",False,1,1,7271,1670237911,Yonge St / Alexander St,2022-12-05T10:59:11.279000Z,43.662862,-79.383572,9a5a9a00b6f0cb77047f37e70887d891
Queen St W / James St,10,0,11,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7275,1670237342,Queen St W / James St,2022-12-05T10:59:11.650000Z,43.652276,-79.380701,6e89f1a3d62be9382436766e8177c448
Eglinton Ave W / Henning Ave SMART,7,13,20,0.0,0,True,7,"['key', 'transitcard', 'phone']",False,1,1,7371,1670237806,Eglinton Ave W / Henning Ave SMART,2022-12-05T10:59:11.651000Z,43.7063473,-79.40161,f0af815a9e6c12bd0382843e03fd322f
Balliol St / Yonge St  SMART,0,20,20,0.0,0,True,0,"['key', 'transitcard', 'phone']",False,1,1,7377,1670237937,Balliol St / Yonge St SMART,2022-12-05T10:59:11.652000Z,43.6978701,-79.39419,b3786025b3e4a46d9a21d6b82087cd12
Frobisher Ave / Lascelles Blvd,5,12,19,0.0,1,True,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7376,1670237805,Frobisher Ave / Lascelles Blvd,2022-12-05T10:59:11.653000Z,43.696708,-79.40045,44bdbe8a2ac75fbe4cc0edf41fe1d4fa
Front St E / Scott St,8,2,10,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7375,1670237940,Front St E / Scott St,2022-12-05T10:59:11.654000Z,43.6476616,-79.37549,ba979c39b60f1144fc9dd91faaeeea64
Frederick St / The Esplanade,17,2,19,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7374,1670237720,Frederick St / The Esplanade,2022-12-05T10:59:11.655000Z,43.6487245,-79.36839,eb9f4cf130feebf9af0dc0225411eb98
Riverdale Park South (Broadview Ave),14,0,15,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7098,1670237691,Riverdale Park South (Broadview Ave),2022-12-05T10:59:11.665000Z,43.667819,-79.35347,8fa4c8b1ddf121e11c9745205bc18c01
Sherbourne St / Carlton St (Allan Gardens),6,9,17,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7014,1670237832,Sherbourne St / Carlton St (Allan Gardens),2022-12-05T10:59:11.668000Z,43.663102,-79.373181,7fac6bfdffa0a7b4ff8a3f1ebd78da81
King St W / Bay St (West Side),31,8,39,0.0,0,True,31,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7015,1670237893,King St W / Bay St (West Side),2022-12-05T10:59:11.669000Z,43.64852,-79.380576,52d497af695140c759b28d7bf63e94f4
Elizabeth St / Edward St (Bus Terminal),8,5,15,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7012,1670237769,Elizabeth St / Edward St (Bus Terminal),2022-12-05T10:59:11.670000Z,43.656026,-79.385327,ee2e9277d3e8a86acbfdda0e395d1378
King St W / Spadina Ave,17,1,19,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7010,1670237757,King St W / Spadina Ave,2022-12-05T10:59:11.670000Z,43.645323,-79.395003,90d36d6e81fff926a434e196e0a43d53
Glen Edyth Dr / Davenport Rd,0,15,15,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7139,1670237919,Glen Edyth Dr / Davenport Rd,2022-12-05T10:59:11.681000Z,43.677778,-79.405556,14d5d7e0f5a8e23c9b50f62ea39f725c
Queens Quay / Yonge St,12,18,31,0.0,1,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7168,1670237835,Queens Quay / Yonge St,2022-12-05T10:59:11.682000Z,43.641646,-79.375308,3bfbe7d9edced07da6dd283495fb8170
Front St W / Bay St (North Side),11,0,11,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7169,1670237720,Front St W / Bay St (North Side),2022-12-05T10:59:11.683000Z,43.646162,-79.378912,58c0d439a59414e5e23bf5021e264d79
Danforth Ave / Westlake Ave,5,10,15,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7085,1670237755,Danforth Ave / Westlake Ave,2022-12-05T10:59:11.684000Z,43.687323,-79.304848,f36d8ed5ff407fc4eab6c9cc344661f9
Jarvis St / Isabella St,10,13,23,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7031,1670237877,Jarvis St / Isabella St,2022-12-05T10:59:11.686000Z,43.668991,-79.379385,15fc89637ebe1c3e63fbe123d70819ee
Yonge St / Wood St,1,14,15,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7163,1670237797,Yonge St / Wood St,2022-12-05T10:59:11.688000Z,43.6622222,-79.3825,ef0363fb67db85c62cfe83b7032ade5b
King St W / Tecumseth St,14,1,15,0.0,1,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7160,1670237899,King St W / Tecumseth St,2022-12-05T10:59:11.688000Z,43.64333333333333,-79.40555555555557,9fcbcd2e313ddf16bc7200bede80e9a6
Beverley St / College St,1,22,23,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7161,1670237705,Beverley St / College St,2022-12-05T10:59:11.689000Z,43.6575,-79.39527777777778,f5506a406fb49a19088bedd1d8e9cd2f
Queen St E / George St (Moss Park),12,5,17,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7167,1670237722,Queen St E / George St (Moss Park),2022-12-05T10:59:11.690000Z,43.6544444,-79.3711111111111,07bbc8b9823872f091b8fd9d74be42ba
Gould St / Yonge St (Ryerson University),10,11,22,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7164,1670237927,Gould St / Yonge St (Ryerson University),2022-12-05T10:59:11.691000Z,43.657424,-79.381019,fc62f74abe3d79fa430f55f6f56e5e3a
Front St W / Bay St (South Side),13,6,19,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7283,1670237784,Front St W / Bay St (South Side),2022-12-05T10:59:11.691000Z,43.64595,-79.378761,4b13a471170e0768fe5e1ca0b30fde8d
Charles St W / Balmuto St - SMART,2,16,20,0.0,0,True,2,"['key', 'transitcard', 'phone']",False,1,1,7281,1670237685,Charles St W / Balmuto St,2022-12-05T10:59:11.692000Z,43.668427,-79.38725,5e8bf46c90fa957882beddfb6625870b
Charles St E / Jarvis St - SMART,3,17,20,0.0,0,True,3,"['key', 'transitcard', 'phone']",False,1,1,7280,1670237723,Charles St E / Jarvis St,2022-12-05T10:59:11.693000Z,43.669604,-79.381171,3ba9b248dbb5b0ffa30ec9807f14476c
Queen St E / Pape Ave - SMART,6,0,8,0.0,0,True,6,"['key', 'transitcard', 'phone']",False,1,1,7287,1670237751,Queen St E / Pape Ave,2022-12-05T10:59:11.694000Z,43.661673,-79.337789,0690f86b4ecb172570d8e08b5f9004c3
Gerrard St E / Broadview - SMART,13,4,18,0.0,1,True,12,"['key', 'transitcard', 'phone']",False,1,1,7286,1670237925,Gerrard St E / Broadview,2022-12-05T10:59:11.695000Z,43.665656,-79.352055,9796c16b7ac90260d9f033ba4735acea
Humber Bay Shores Park East,15,8,23,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7289,1670237905,Humber Bay Shores Park East,2022-12-05T10:59:11.697000Z,43.6308933,-79.4722622,abbcc3b45ad10472c3ec35ce3fb6e078
Humber Bay Shores Park West,14,16,31,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7288,1670237861,Humber Bay Shores Park West,2022-12-05T10:59:11.698000Z,43.6224434,-79.480284,ec48a65298b460584afe2586c15c360c
Taddle Creek Park,3,11,15,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7131,1670237890,Taddle Creek Park,2022-12-05T10:59:11.699000Z,43.66986,-79.398443,21982c325ac8d5dcc146b350aa0e8298
Thompson St / Broadview Ave - SMART,7,5,12,0.0,1,True,6,"['key', 'transitcard', 'phone']",False,1,1,7236,1670237809,Thompson St / Broadview Ave,2022-12-05T10:59:11.702000Z,43.659471,-79.350325,82748c8c8a714dd216bcd4c636585556
Roncesvalles Ave / Marmaduke St,12,6,19,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7234,1670237738,Roncesvalles Ave / Marmaduke St,2022-12-05T10:59:11.703000Z,43.650492,-79.450842,16658c808dda522274b99346e8f815fb
Queen St W  /  Fuller Ave - SMART,16,0,16,0.0,0,True,16,"['key', 'transitcard', 'phone']",False,1,1,7232,1670237769,Queen St W / Fuller Ave,2022-12-05T10:59:11.705000Z,43.640255,-79.439223,4d985c0489e4b123e499fcaa4b70e32e
King / Cowan Ave - SMART,5,10,16,0.0,0,True,5,"['key', 'transitcard', 'phone']",False,1,1,7233,1670237893,King St W / Cowan Ave,2022-12-05T10:59:11.706000Z,43.637922,-79.431734,2567d3e27e558c6e6ee94c289c838111
Garden Ave / Roncesvalles Ave,17,1,18,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7230,1670237905,Garden Ave / Roncesvalles Ave,2022-12-05T10:59:11.707000Z,43.643769,-79.447915,760056e88951946d2f3e9bea859333eb
Sorauren/Geoffrey (Sorauren Park) - SMART,15,0,16,0.0,0,True,15,"['key', 'transitcard', 'phone']",False,1,1,7238,1670237800,Sorauren St / Geoffrey St (Sorauren Park),2022-12-05T10:59:11.710000Z,43.649172,-79.4445087,c08362564d4889e345bfaaa42da5fb4f
Bloor St W / Manning Ave - SMART,3,17,20,0.0,0,True,3,"['key', 'transitcard', 'phone']",False,1,1,7239,1670237873,Bloor St W / Manning Ave,2022-12-05T10:59:11.710000Z,43.663912,-79.416124,c1375239981cfc9b3934e691cb9013bb
Simcoe St / Wellington St South,27,0,27,0.0,0,True,27,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7057,1670237934,Simcoe St / Wellington St 1,2022-12-05T10:59:11.619000Z,43.6458569,-79.3853654,dcbcf9c681fbd3e77dfbea6df0e070bc
Mallon Ave / Jones Ave -SMART,15,0,15,0.0,0,True,15,"['key', 'transitcard', 'phone']",False,1,1,7278,1670237701,Mallon Ave / Jones Ave,2022-12-05T10:59:11.287000Z,43.66587,-79.33443,29f79e7d7e4440c7554a3f3e3bae4f88
Berkeley St / Dundas St E - SMART,17,2,19,0.0,1,True,16,"['key', 'transitcard', 'phone']",False,1,1,7508,1670237696,Berkeley St / Dundas St E - SMART,2022-12-05T10:59:11.607000Z,43.658816,-79.367318,8d65a48806e799a8c2d5dcb77e97c1cb
128 Sterling Ave - SMART,13,6,20,0.0,0,True,13,"['key', 'transitcard', 'phone']",False,1,1,7497,1670237759,128 Sterling Ave - SMART,2022-12-05T10:59:11.432000Z,43.654004,-79.444792,53fc6d540a0eac8fb9f5366572e53515
Sunnyside Ave / The Queensway - SMART,6,14,20,0.0,0,True,6,"['key', 'transitcard', 'phone']",False,1,1,7496,1670237764,Sunnyside Ave / The Queensway - SMART,2022-12-05T10:59:11.431000Z,43.6397,-79.44865,049156f7c0e19a53a77d8310d93eed0c
Sackville St / Eastern Ave - SMART,9,1,12,0.0,0,True,9,"['key', 'transitcard', 'phone']",False,1,1,7493,1670237835,Sackville St / Eastern Ave - SMART,2022-12-05T10:59:11.429000Z,43.653809,-79.3595,adaa360374ea04ae057eba2ca7ba3e5b
Davenport Rd / McAlpine St - SMART,0,11,12,0.0,0,True,0,"['key', 'transitcard', 'phone']",False,1,1,7494,1670237836,Davenport Rd / McAlpine St - SMART,2022-12-05T10:59:11.432000Z,43.673768,-79.391253,8485289697ef258129b2437308511fcb
D'Arcy St / Spadina Ave - SMART,14,3,17,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7491,1670237945,D'Arcy St / Spadina Ave - SMART,2022-12-05T10:59:11.430000Z,43.654074,-79.398115,d7f2b1e9f55cea555a38270bb06eb0eb
Sumach St  / Queen St E,12,7,19,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7489,1670237825,Sumach St  / Queen St E,2022-12-05T10:59:11.569000Z,43.656638,-79.358749,fb0ff514e9bb7798f0a682f36f644b05
Blythwood Rd / Yonge St - SMART,7,8,15,0.0,0,True,7,"['key', 'transitcard', 'phone']",False,1,1,7485,1670237873,Blythwood Rd / Yonge St - SMART,2022-12-05T10:59:11.566000Z,43.716652,-79.399993,4898d236bceda7c4cb9430c896669537
Gerrard St E / Ted Reeve Dr,5,16,21,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7486,1670237835,Gerrard St E / Ted Reeve Dr,2022-12-05T10:59:11.567000Z,43.684261,-79.299332,c835abf1540e63c50d5a879e5075387e
Southwood Dr / Kingston Rd - SMART,1,11,12,0.0,0,True,1,"['key', 'transitcard', 'phone']",False,1,1,7483,1670237938,Southwood Dr / Kingston Rd - SMART,2022-12-05T10:59:11.569000Z,43.678685,-79.297974,32b476b39dacc23dda545c39ffb549cc
Neil McLellan Park,10,4,14,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7480,1670237837,Neil McLellan Park - SMART,2022-12-05T10:59:11.568000Z,43.65143,-79.47779,de5dcf1ee9ccff065e01b4516b46f190
Jane St / Bloor St W (Jane Subway Station),9,6,15,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7479,1670237830,Jane St / Bloor St W (Jane Subway Station),2022-12-05T10:59:11.589000Z,43.64976,-79.48477,8aa5c061e4ae37e2e05b05d04afadc2e
Antler St / Campbell Ave - SMART,10,10,20,0.0,0,True,10,"['key', 'transitcard', 'phone']",False,1,1,7477,1670237709,Antler St / Campbell Ave - SMART,2022-12-05T10:59:11.595000Z,43.664182,-79.449066,5f6ec96dda864a01fdf0c031b6a1b6d0
Clarence Square,13,10,23,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7474,1670237866,Clarence Square,2022-12-05T10:59:11.593000Z,43.64407,-79.3929,4a5734eee8c1c49197ffe9b992dd032a
Lake Shore Blvd W / Louisa St,6,9,15,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7471,1670237715,Lake Shore Blvd W / Louisa St,2022-12-05T10:59:11.590000Z,43.61868,-79.48674,ad299c229e85bba5b84af14933cfac77
Front St / Simcoe St,18,0,18,0.0,0,True,18,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7468,1670237720,Front St / Simcoe St,2022-12-05T10:59:11.723000Z,43.6442,-79.38702,41466727730d71a0286376ef3675d282
Lower Simcoe St / Bremner Blvd,10,4,14,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7467,1670237861,Lower Simcoe St / Bremner Blvd,2022-12-05T10:59:11.742000Z,43.64283,-79.38409,213541646a587196b1acb812a3d0a8ad
Glendonwynne Ave / Bloor St W,14,4,19,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7466,1670237857,Glendonwynne Ave / Bloor St W - SMART,2022-12-05T10:59:11.743000Z,43.65182,-79.47421,1a68bd75d5159c7cc33367b97ee8ab8e
Russell Hill Rd / St Clair Ave W,10,9,19,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7465,1670237796,Russell Hill Rd / St Clair Ave W - SMART,2022-12-05T10:59:11.744000Z,43.685569,-79.408019,1dd10befe3fa0d7d7ebc657b9a01942b
Church St / Lombard St,11,5,17,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7458,1670237893,Church St / Lombard St,2022-12-05T10:59:11.353000Z,43.651678,-79.375233,41ead9c9a4a83459161794bfb1894c07
Richmond St E / Yonge St,13,3,17,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7462,1670237756,Richmond St E / Yonge St,2022-12-05T10:59:11.728000Z,43.651838,-79.378743,888212c5d33ceed5acbab77b4e544689
High Park Amphitheatre,15,8,23,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7461,1670237909,High Park Amphitheatre,2022-12-05T10:59:11.741000Z,43.645653,-79.464366,a0f722fb6a0db164e9f07ae1f0cad178
Queen's Park Cres W / Hoskin Ave,1,21,23,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7457,1670237771,Queen's Park Cres W / Hoskin Ave,2022-12-05T10:59:11.344000Z,43.665221,-79.394009,189995604737e19f1b76cd3a3ff3aff9
Pottery Rd / Lower Don River Trail,6,8,15,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7454,1670237735,Pottery Rd / Lower Don River Trail - SMART,2022-12-05T10:59:11.345000Z,43.688148,-79.362101,fe268f3f2f439d0016dc46605491078e
Bleecker St / St James Ave,10,13,23,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7452,1670237868,Bleecker St / St James Ave,2022-12-05T10:59:11.346000Z,43.669232,-79.374495,70ad303e74f93aa2bfaea256b9b09753
Western Battery Rd / Pirandello St,25,5,30,0.0,0,True,25,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7451,1670237700,Western Battery Rd / Pirandello St,2022-12-05T10:59:11.349000Z,43.640075,-79.414156,a7cdbedefded6e117505bde22c24ef84
Carlaw Ave / Danforth Ave,8,7,15,0.0,1,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7450,1670237811,Carlaw Ave / Danforth Ave - SMART,2022-12-05T10:59:11.348000Z,43.678285,-79.347346,fbcb8f44813b5f7eba282691176d9249
Cosburn Ave / Cedarvale Ave,4,10,15,0.0,0,True,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7449,1670237715,Cosburn Ave / Cedarvale Ave,2022-12-05T10:59:11.508000Z,43.697139,-79.31469,280ce4cfc4b101f3a8a08843e4a258d6
Goodwood Park Ct / Dentonia Park,4,15,19,0.0,0,True,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7448,1670237889,Goodwood Park Ct / Dentonia Park,2022-12-05T10:59:11.509000Z,43.694826,-79.295208,9d4f1f5d63ed3e297fc737908616f617
Eastwood Rd / Coxwell Ave,12,7,19,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7445,1670237841,Eastwood Rd / Coxwell Ave,2022-12-05T10:59:11.505000Z,43.673118,-79.318651,0729b25bcf663b7a2278f01d63b50fcf
Trent Ave / Danforth Ave,9,14,23,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7447,1670237747,Trent Ave / Danforth Ave - SMART,2022-12-05T10:59:11.507000Z,43.689293,-79.295895,27e30ff4939a3992db39e99af9dfe172
Orchard Park,11,8,19,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7446,1670237882,Orchard Park,2022-12-05T10:59:11.507000Z,43.66908,-79.3149,675628c054189e3bce23785d6574a24d
Clendenan Ave / Rowland St - SMART,11,9,20,0.0,0,True,11,"['key', 'transitcard', 'phone']",False,1,1,7444,1670237702,Clendenan Ave / Rowland St - SMART,2022-12-05T10:59:11.506000Z,43.66073,-79.47149,32915794131e41a355ebee1ab9ad78fb
Martin Goodman Trail / Ontario Dr,6,20,26,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7440,1670237692,Martin Goodman Trail / Ontario Dr,2022-12-05T10:59:11.502000Z,43.63121,-79.41414,2af03519040730b7df9ecaea677a1bdb
Concord Ave / Bloor St W,8,7,15,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7437,1670237861,Concord Ave / Bloor St W - SMART,2022-12-05T10:59:11.533000Z,43.66189,-79.42679,738cf12a45b36f443d7585aa9d55e3a9
High Park Subway,3,11,15,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7438,1670237925,High Park Subway - SMART,2022-12-05T10:59:11.537000Z,43.65389,-79.4675,1f5bb4fff3139fff3f927f1a4980dc1e
Via Italia / Mackay Ave,1,14,15,0.0,1,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7434,1670237857,Via Italia / Mackay Ave - SMART,2022-12-05T10:59:11.531000Z,43.676697,-79.445029,80b72e233168f3583180edfe5ec6fd01
Rushton Rd / St Clair Ave W,0,10,10,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7435,1670237869,Rushton Rd / St Clair Ave W - SMART,2022-12-05T10:59:11.532000Z,43.68114,-79.4277,3df6faa6bc73f93a672aa3e3004434f0
Dundas St E / Boulton Ave - SMART,9,6,15,0.0,0,True,9,"['key', 'transitcard', 'phone']",False,1,1,7433,1670237746,Dundas St E / Boulton Ave - SMART,2022-12-05T10:59:11.535000Z,43.663148,-79.347938,8ab6f991fa3032ee2a20b1d34d50be01
Gerrard St E / Leslie St,12,14,26,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7431,1670237784,Gerrard St E / Leslie St,2022-12-05T10:59:11.534000Z,43.669813,-79.3335,236729e04a979069b035a3070e608f6e
Marilyn Bell Park Tennis Court,5,22,27,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7430,1670237787,Marilyn Bell Park Tennis Court,2022-12-05T10:59:11.533000Z,43.633537,-79.437461,2800c972b83e435cecefcdb95078e435
Northern Dancer Blvd / Lake Shore Blvd E,21,6,27,0.0,0,True,21,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7427,1670237751,Northern Dancer Blvd / Lake Shore Blvd E,2022-12-05T10:59:11.655000Z,43.663162,-79.309765,be39936af5ab6b60d98a2d6756387909
The Queensway at South Kingsway,14,8,23,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7425,1670237734,The Queensway at South Kingsway - SMART,2022-12-05T10:59:11.657000Z,43.63632,-79.47307,2c32c6a2dbfb666ee51150ce15e1b9a5
Merton St / Mount Pleasant Rd,6,17,23,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7424,1670237817,Merton St / Mount Pleasant Rd - SMART,2022-12-05T10:59:11.658000Z,43.697819,-79.38786,9fa8f250a5b887af9cda8df6931f2eca
Tyndall Ave / King St W - SMART,10,4,16,0.0,1,True,9,"['key', 'transitcard', 'phone']",False,1,1,7422,1670237761,Tyndall Ave / King St W - SMART,2022-12-05T10:59:11.659000Z,43.638426,-79.429142,c9395d274aa197587eb89f34e68e262a
College Park - Yonge St Entrance,14,10,25,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7418,1670237820,College Park - Yonge Entrance,2022-12-05T10:59:11.270000Z,43.65988,-79.38279,a3eb9012fe995bffeef3b7d02cfffbd1
Bloor St W / Huron St,1,26,27,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7419,1670237820,Bloor St W / Huron St,2022-12-05T10:59:11.271000Z,43.667023,-79.401805,39f55e6a94e610893f32c72f4601cdef
Barton St / Howland St - SMART,5,14,19,0.0,0,True,5,"['key', 'transitcard', 'phone']",False,1,1,7420,1670237814,Barton St / Howland St - SMART,2022-12-05T10:59:11.659000Z,43.66842,-79.410585,7c6f64117f740f5dc9114ebfb26a6247
Keele St / Annette St,1,14,15,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7414,1670237726,Keele St / Annette St - SMART,2022-12-05T10:59:11.266000Z,43.66402,-79.46418,d1bac3c8125c67909fa2e4a3cdf6b409
Keele St / Vine Ave,13,9,23,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7415,1670237782,Keele St / Vine Ave - SMART,2022-12-05T10:59:11.267000Z,43.66686,-79.46526,e7384509a60160b8e84403a3247255a5
Howard St / Rose Ave,5,12,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7410,1670237729,Howard St / Ontario St,2022-12-05T10:59:11.262000Z,43.671278,-79.372127,56ff366ef56862dc34e4df414568d4b0
Little Norway Park,20,1,22,0.0,0,True,20,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7411,1670237822,Little Norway Park,2022-12-05T10:59:11.263000Z,43.635023,-79.399505,940aa4a33247df5ea989d1b07e125e5d
Isabella St / Church St,5,14,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7409,1670237906,Isabella St / Church St - SMART,2022-12-05T10:59:11.448000Z,43.66834,-79.38235,26edc0f88e4e012ab0d9930c725d5fba
University Ave / Armoury St,6,17,23,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7408,1670237843,University Ave / Armoury St - SMART,2022-12-05T10:59:11.449000Z,43.65263,-79.38766,21cff63a550f456e30a23efb4d8c3caf
